,symptom,question,isCorrectQ
4628,Соленый привкус во рту,Бывает ли у вас ощущение соленого привкуса?,1
4629,Соленый привкус во рту,Вас беспокоит неприятный соленый привкус?,1
4630,Соленый привкус во рту,Вас беспокоит ощущение соленого привкуса в полости рта?,1
4631,Сонливость,Часто ли вас беспокоит сонливость?,1
4632,Сонливость,Может ли вас беспокоить сонливость?,1
4633,Сонливость,"Подскажите, жалуетесь ли вы на сонливость?",1
4634,Сонливость,Есть ли у вас сонливость?,1
4635,Сонливость,"Подскажите, беспокоит ли вас сонливость?",1
4636,Сонливость,"Можете ли вы сказать, что у вас сонливость?",1
4637,Сонливость,Беспокоит ли вас сонливость?,1
4638,Сонливость,Вы когда-нибудь спали когда-нибудь слишком долго?,0
4639,Сонливость,"Подскажите, отмечаете ли вы у себя сонливость?",1
4640,Сонливость,"Подскажите, бывает ли у вас сонливость?",1
4641,Спастические боли в животе,"Подскажите, беспокоят ли вас спастические боли в животе?",1
4642,Спастические боли в животе,У вас случаются спастические боли в животе?,1
4643,Спастические боли в животе,"Подскажите, бывают ли у вас спастические боли в животе?",1
4644,Спастические боли в животе,Болят ли у вас живот?,0
4645,Спастические боли в животе,"Подскажите, случаются ли у вас спастические боли в животе?",1
4646,Спастические боли в животе,"Подскажите, бывают ли у вас спазмы в животе?",0
4647,Спастические боли в животе,Вас беспокоят спастические боли в животе?,1
4648,Спастические боли в животе,Часто ли у вас спастические боли в животе?,1
4649,Спастические боли в животе,Часто ли у вас возникают спазмы в животе?,0
4650,Стул желтого цвета,"Можете ли вы сказать, что у вас стул желтого цвета?",1
4651,Стул желтого цвета,Вас беспокоит стул желтого цвета?,1
4652,Стул желтого цвета,"Можете ли вы сказать, что у вас желтый стул?",1
4653,Стул желтого цвета,Цвет вашего стула желтый?,1
4654,Стул желтого цвета,У вас стул желтого цвета?,1
4655,Стул желтого цвета,"Подскажите, отмечаете ли вы у себя стул желтого цвета?",1
4656,Стул желтого цвета,"Скажите, отмечаете ли вы у себя стул желтого цвета?",1
4657,Стул желтого цвета,Вы отмечаете у себя стул желтого цвета?,1
4658,Стул желтого цвета,Отмечаете ли вы у себя стул желтого цвета?,1
4659,Стул желтого цвета,Бывают ли вас болезненные эпизоды желтушности стула?,0
4660,Стул желтого цвета,Вы замечаете у себя стул желтого цвета?,1
4661,Стул красного цвета,"Подскажите, отмечаете ли вы у себя стул красного цвета?",1
4662,Стул красного цвета,Часто ли у вас стул красного цвета?,1
4663,Стул красного цвета,Вы отмечаете у себя стул красного цвета?,1
4664,Стул красного цвета,Вы замечаете у себя стул красного цвета?,1
4665,Стул красного цвета,Вы когда-нибудь замечали у себя стул красного цвета?,1
4666,Стул красного цвета,Вы отметили стул красного цвета?,0
4667,Стул красного цвета,Вы когда-нибудь замечали стул красного цвета?,1
4668,Стул красного цвета,Вас беспокоит красный цвет стула?,1
4669,Стул красного цвета,Часто ли у вас отмечается стул красного цвета?,1
4670,Стул красного цвета,Часто ли у вас наблюдается стул красного цвета?,1
4671,Стул красного цвета,Вас беспокоит стул красного цвета?,1
4672,Стул с зеноватым оттенком,Вы имеете стул с зеленоватым оттенком?,1
4673,Стул с зеноватым оттенком,Вы когда-нибудь замечали у себя стул с зеленоватым оттенком?,1
4674,Стул с зеноватым оттенком,Вы замечали у себя стул с зеленоватым оттенком?,1
4675,Стул с зеноватым оттенком,Вас беспокоит стул с зеленоватым оттенком?,1
4676,Стул с зеноватым оттенком,Цвет стула вас беспокоит стул с зеленоватым оттенком?,1
4677,Стул с зеноватым оттенком,Вы когда-нибудь отмечали у себя стул с зеленоватым оттенком?,1
4678,Стул с зеноватым оттенком,"Кажется, стул вас зеняет?",0
4679,Стул с зеноватым оттенком,Вас беспокоит зеленоватый цвет стула?,1
4680,Стул с зеноватым оттенком,"Кажется, стул у вас с зеноватым оттенком?",0
4681,Стул с зеноватым оттенком,У вас стул с зеленоватым оттенком?,1
4682,Стул с зеноватым оттенком,"Подскажите, отмечаете ли вы у себя стул с зеленоватым оттенком?",1
4683,Стул с зеноватым оттенком,Вы замечали стул с зеленоватым оттенком?,1
4684,Стул со зловонным запахом,"Подскажите, отмечаете ли вы у себя зловонный стул?",1
4685,Стул со зловонным запахом,У вас стул со зловонным запахом?,1
4686,Стул со зловонным запахом,"Подскажите, отмечаете ли вы у себя стул со зловонным запахом?",1
4687,Стул со зловонным запахом,Бывает ли у вас запах из заднего прохода?,0
4688,Стул со зловонным запахом,Бывает ли у вас стул со зловонным запахом?,1
4689,Стул со зловонным запахом,"Подскажите, беспокоит ли вас стул со зловонным запахом?",1
4690,Стул со зловонным запахом,Есть ли у вас стул с запахом?,0
4691,Стул со зловонным запахом,Бывает ли у вас кашель с запахом гноя?,0
4692,Стул со зловонным запахом,Есть ли у вас неприятный запах из заднего прохода?,0
4693,Стул со зловонным запахом,У вас наблюдается стул со зловонным запахом?,1
4694,Стул черного цвета,"Подскажите, отмечаете ли вы у себя стул черного цвета?",1
4695,Стул черного цвета,У вас стул черного цвета?,1
4696,Стул черного цвета,Вас беспокоит стул черного цвета?,1
4697,Стул черного цвета,Вы отмечаете у себя стул черного цвета?,1
4698,Стул черного цвета,Черный цвет стула беспокоит вас?,1
4699,Стул черного цвета,Отмечаете у себя стул черного цвета?,1
4700,Стул черного цвета,Бывает ли у вас черный стул?,1
4701,Стул черного цвета,"Скажите, отмечаете ли вы у себя стул черного цвета?",1
4702,Судороги,"Подскажите, бывают ли у вас судороги?",1
4703,Судороги,Часто ли у вас сводит судорога?,1
4704,Судороги,"Могу ли я уточнить, случаются ли у вас судороги?",1
4705,Судороги,"Подскажите, случаются ли у вас судороги?",1
4706,Судороги,Часто ли вас беспокоят судороги?,1
4707,Судороги,Часто ли у вас отмечаются судороги?,1
4708,Судороги,Вы отмечаете у себя судороги?,1
4709,Судороги,"Подскажите, беспокоят ли вас судороги?",1
4710,Судороги,Часто ли у вас сводит ногу руку?,0
4711,Судороги в икроножных мышцах,Есть ли у вас судороги в икрах ног?,1
4712,Судороги в икроножных мышцах,"Подскажите, бывают ли у вас судороги в икроножных мышцах?",1
4713,Судороги в икроножных мышцах,Возникают ли у вас судороги в икроножных мышцах?,1
4714,Судороги в икроножных мышцах,Вас беспокоят судороги в икроножных мышцах?,1
4715,Судороги в икроножных мышцах,"Можете ли вы рассказать, бывают ли у вас судороги в икрах?",1
4716,Судороги в икроножных мышцах,Часто ли у вас сводят судороги икроножные мышцы?,1
4717,Судороги в икроножных мышцах,Вас беспокоят судороги в икрах?,1
4718,Судороги в икроножных мышцах,"Могу ли я уточнить, есть ли у вас судороги в икроножных мышцах?",1
4719,Судороги в конечностях,Есть ли у вас судороги в конечностях?,1
4720,Судороги в конечностях,Бывает ли у вас судороги в конечностях?,1
4721,Судороги в конечностях,"Подскажите, случаются ли у вас судороги в конечностях?",1
4722,Судороги в конечностях,Не беспокоят ли вас судороги в конечностях?,1
4723,Судороги в конечностях,Бывают ли у вас судороги в конечностях?,1
4724,Судороги в конечностях,"Можете ли вы сказать, что у вас бывают судороги в конечностях?",1
4725,Судороги в конечностях,От судорог в конечностях можно ли вас избавить?,0
4726,Судороги в конечностях,Часто ли у вас отмечаете судорожные движения в конечностях?,1
4727,Судороги в конечностях,Вас беспокоят судороги в конечностях?,1
4728,Судороги в конечностях,Вас беспокоят судорожные движения в конечностях?,1
4729,Судороги в конечностях,"Могу ли я уточнить, отмечаете ли вы у себя судороги в конечностях?",1
4730,Судороги в конечностях,Возникают ли у вас судороги в конечностях?,1
4731,Судороги в конечностях,"Вам не кажется, что у вас судороги в конечностях?",0
4732,Судороги в конечностях,Беспокоят ли вас судороги в конечностях?,1
4733,Судороги в нижней части тела,"Подскажите, бывают ли у вас судороги в нижней части тела?",1
4734,Судороги в нижней части тела,Вас беспокоят судороги в нижней части тела?,1
4735,Судороги в нижней части тела,"Подскажите, случаются ли у вас судороги в нижней части тела?",1
4736,Судороги в нижней части тела,Бывают ли у вас судороги в нижней части тела?,1
4737,Судороги в нижней части тела,Отмечаете ли вы у себя судороги в нижней части тела?,1
4738,Судороги в нижней части тела,"Ещё вопрос, беспокоят ли вас судороги в нижней части тела?",1
4739,Судороги в нижней части тела,"Опишите, случаются ли у вас судороги в нижней части тела?",1
4740,Судороги в нижней части тела,Беспокоит ли вас отрыжка?,0
4741,Судороги в нижней части тела,Вы ощущаете судороги в нижней части тела?,1
4742,Судороги в нижней части тела,"Ещё вопрос, случаются ли у вас судороги в нижней части тела?",1
4743,Судороги в ногах,От судорог в ногах есть ли у вас боль?,0
4744,Судороги в ногах,Вас беспокоят судороги в ногах?,1
4745,Судороги в ногах,"Подскажите, бывают ли у вас судороги в ногах?",1
4746,Судороги в ногах,Беспокоят ли вас судороги в ногах?,1
4747,Судороги в ногах,Возникают ли у вас судороги в ногах?,1
4748,Судороги в ногах,Есть ли у вас судороги в ногах?,1
4749,Судороги в ногах,От судорог в ногах бывают ли у вас судороги?,0
4750,Судороги в ногах,Часто ли у вас возникают судороги в ногах?,1
4751,Судороги в ногах,Отмечаете ли вы у себя судороги в ногах?,1
4752,Судороги в руках,Бывают ли у вас судороги в руках?,1
4753,Судороги в руках,Часто ли у вас судорожные движения в руках?,1
4754,Судороги в руках,"Подскажите, бывают ли у вас судороги в руках?",1
4755,Судороги в руках,Нет ли у вас боли заушной области?,0
4756,Судороги в руках,Возникают ли у вас судороги в руках?,1
4757,Судороги в руках,Случаются ли у вас судороги в руках?,1
4758,Судороги в руках,Беспокоят ли вас судороги в руках?,1
4759,Судороги в руках,Часто ли вас беспокоят судороги в руках?,1
4760,Судороги в руках,У вас судороги в руках?,0
4761,Судороги в руках,Вас беспокоят судороги в руках?,1
4762,Судороги в руках,Часто ли у вас сводит мышцы рук?,1
4763,Судороги в руках,Выделяются ли у вас судороги в руках?,0
4764,Судороги пальцев,Часто ли вас беспокоят судороги пальцев?,1
4765,Судороги пальцев,Возникают ли у вас судороги пальцев?,1
4766,Судороги пальцев,Часто ли у вас сводят пальцы?,1
4767,Судороги пальцев,Вас беспокоят судороги пальцев?,1
4768,Судороги пальцев,Вас беспокоят судорожные движения пальцев?,1
4769,Судороги пальцев,"Подскажите, бывают ли у вас судороги пальцев?",1
4770,Судороги пальцев,Бывают ли у вас судороги пальцев?,1
4771,Судороги пальцев,Вы жалуетесь на судороги пальцев?,1
4772,Судороги пальцев,Часто ли у вас случаются судороги пальцев?,1
4773,Судороги пальцев,Беспокоят ли вас судорожные движения пальцев рук?,1
4774,Судороги пальцев,Вы испытываете судороги пальцев?,1
4775,Судороги пальцев,Беспокоят ли вас судороги пальцев?,1
4776,Судороги стоп,Беспокоят ли вас судороги стоп?,1
4777,Судороги стоп,Были ли у вас судороги стоп?,1
4778,Судороги стоп,"Подскажите, бывают ли у вас судороги стоп?",1
4779,Судороги стоп,"Подскажите, случаются ли у вас судороги стоп?",1
4780,Судороги стоп,Бывают ли у вас судороги стоп?,1
4781,Судороги стоп,Часто ли у вас стопы сводятся судорогой?,1
4782,Судороги стоп,Возникают ли у вас судороги стоп?,1
4783,Судороги стоп,Вас беспокоят судороги стоп?,1
4784,Судороги стоп, вас беспокоят судороги стоп ,0
4785,Сухой кашель,У вас есть сухой кашель?,1
4786,Сухой кашель,Есть ли у вас сухой кашель?,1
4787,Сухой кашель,Есть ли у вас травмы носа?,0
4788,Сухой кашель,Можете ли вы кашлянуть?,0
4789,Сухой кашель,Возникает ли у вас сухой кашель?,1
4790,Сухой кашель,"Подскажите, возникает ли у вас сухой кашель?",1
4791,Сухой кашель,Бывает ли у вас сухой кашель?,1
4792,Сухой кашель,"Подскажите, беспокоит ли вас сухой кашель?",1
4793,Сухой кашель,"Подскажите, отмечаете у себя сухой кашель?",1
4794,Сухой кашель,Ас беспокоит сухой кашель?,1
4795,Сухой кашель,"Скажите, беспокоит ли вас сухой кашель?",1
4796,Сухой кашель,Есть кашель?,0
4797,Сухость в горле,Часто ли у вас сухость во рту?,0
4798,Сухость в горле,Часто ли у вас сухость в горле?,1
4799,Сухость в горле,Бывает ли у вас сухость в горле?,1
4800,Сухость в горле,У вас ощущается сухость в горле?,1
4801,Сухость в горле,Есть ли у вас сухая перхоть?,0
4802,Сухость в горле,Есть ли у вас сухость в горле?,1
4803,Сухость в горле,"Подскажите, сухо ли у вас горло?",0
4804,Сухость в горле,"Подскажите, беспокоит ли вас сухость в горле?",1
4805,Сухость в горле,Есть ли у вас першение в горле?,0
4806,Сухость в горле,Есть ли у вас сухая горло?,0
4807,Сухость в горле,Не отмечаете ли вы у себя сухость в горле?,1
4808,Сухость в горле,Беспокоит ли вас сухость в горле?,1
4809,Сухость в носу,Бывает ли у вас сухость в носу?,1
4810,Сухость в носу,Есть ли у вас сухость в носу?,1
4811,Сухость в носу,Есть ли у вас сухость носа?,1
4812,Сухость в носу,"Ещё вопрос, беспокоит ли вас сухость носа?",1
4813,Сухость в носу,Часто ли у вас пересыхает в носу?,1
4814,Сухость в носу,Часто ли у вас сухость носа?,1
4815,Сухость в носу,"Подскажите, беспокоит ли вас сухость носа?",1
4816,Сухость в носу,Часто ли у вас наблюдается сухость носа?,1
4817,Сухость в носу,"Подскажите, бывает ли у вас сухость носа?",1
4818,Сухость в носу,Часто ли у вас возникает сухость носа?,1
4819,Сухость в носу,Вы замечали у себя сухость в носу?,1
4820,Сухость в носу,Есть ли у вас сухость?,0
4821,Сухость в промежности,"Подскажите, беспокоит ли вас сухость в промежности?",1
4822,Сухость в промежности,Есть ли у вас сухость в промежности?,1
4823,Сухость в промежности,"Подскажите, мучает ли вас сухость в промежности?",1
4824,Сухость в промежности,"Подскажите, страдаете ли вы от сухости в промежности?",1
4825,Сухость в промежности,Бывает ли у вас сухость в промежности?,1
4826,Сухость в промежности,Бывает ли у вас жжение в промежности?,0
4827,Сухость в промежности,Часто ли у вас возникает жжение в промежности?,0
4828,Сухость во рту,Есть ли у вас сухость во рту?,1
4829,Сухость во рту,"Подскажите, отмечаете ли вы у себя сухость во рту?",1
4830,Сухость во рту,Бывает ли у вас сухость во рту?,1
4831,Сухость во рту,"Подскажите, беспокоит ли вас сухость во рту?",1
4832,Сухость во рту,Есть ли у вас сухость кожи или слизистых?,0
4833,Сухость во рту,Часто ли у вас возникает сухость во рту?,1
4834,Сухость во рту,"Скажите, беспокоит ли вас сухость во рту?",1
4835,Сухость во рту,Часто ли у вас сухость во рту?,1
4836,Сухость во рту,Есть ли у вас сухость губ?,0
4837,Сухость глаз,"Подскажите, беспокоит ли вас сухость глаз?",1
4838,Сухость глаз,Есть ли у вас сухость глаз?,1
4839,Сухость глаз,"Подскажите, есть ли у вас сухость глаз?",1
4840,Сухость глаз,Есть ли у вас заушная область покрасневшей?,0
4841,Сухость глаз,"Подскажите, бывает ли у вас сухость глаз?",1
4842,Сухость глаз,Часто ли у вас наблюдается сухость глаз?,1
4843,Сухость глаз,Часто ли у вас возникает сухость глаз?,1
4844,Сухость губ,"Подскажите, беспокоит ли вас сухость губ?",1
4845,Сухость губ,"Подскажите, сухость губ беспокоит вас?",1
4846,Сухость губ,"Подскажите, есть ли у вас сухость губ?",1
4847,Сухость губ,Есть ли у вас сухость губ?,1
4848,Сухость губ,"Можете ли вы сказать, что у вас сухость губ?",1
4849,Сухость губ,Есть ли у вас сухость кожи губ?,1
4850,Сухость губ,"Подскажите, бывает ли у вас сухость губ?",1
4851,Сухость губ,"Подскажите, случается ли у вас сухость губ?",1
4852,Сухость губ,"Подскажите, отмечаете ли вы у себя сухость губ?",1
4853,Сухость губ,"Подскажите, сухость губ есть у вас?",1
4854,Сухость кожи,"Подскажите, беспокоит ли вас сухость кожи?",1
4855,Сухость кожи,Есть ли у вас сыпь?,0
4856,Сухость кожи,У вас сухая кожа?,1
4857,Сухость кожи,Есть ли у вас сыпь на туловище?,0
4858,Сухость кожи,Есть ли у вас ощущение сухости кожи?,1
4859,Сухость кожи,"Скажите, беспокоит ли вас сухость кожи?",1
4860,Сухость кожи,"Можете ли вы сказать, что у вас сухая кожа?",1
4861,Сухость кожи век,"Подскажите, беспокоит ли вас сухость кожи век?",1
4862,Сухость кожи век,"Подскажите, ощущаете ли вы сухость кожи век?",1
4863,Сухость кожи век,"Подскажите, возникает ли у вас сухость кожи век?",1
4864,Сухость кожи век,Бывает ли у вас ощущение сухости кожи век?,1
4865,Сухость кожи век,"Могу ли я уточнить, жалуетесь ли вы на сухость кожи век?",1
4866,Сухость кожи век,"Ещё вопрос, беспокоит ли вас сухость кожи век?",1
4867,Сухость кожи век,"Подскажите, отмечаете ли вы у себя сухость кожи век?",1
4868,Сухость кожи волосистой части головы,Бывает ли у вас сыпь на коже волосистой части головы?,1
4869,Сухость кожи волосистой части головы,"Подскажите, беспокоит ли вас сухость кожи волосистой части головы?",1
4870,Сухость кожи волосистой части головы,Есть ли у вас сухость кожи волосистой части головы?,1
4871,Сухость кожи лица,Есть ли у вас сухость кожи лица?,1
4872,Сухость кожи лица,"Подскажите, беспокоит ли вас сухость кожи лица?",1
4873,Сухость кожи лица,"Подскажите, есть ли у вас сухость кожи лица?",1
4874,Сухость кожи лица,Есть ли у вас сухая кожа лица?,0
4875,Сухость кожи лица,"Подскажите, бывает ли у вас сухость кожи лица?",1
4876,Сухость кожи лица,Не замечали ли вы у себя сухость кожи лица?,1
4877,Сухость слизистых оболочек,Есть ли у вас сухость слизистых оболочек?,1
4878,Сухость слизистых оболочек,Есть ли у вас сыпь на коже?,0
4879,Сухость слизистых оболочек,Есть ли у вас сухость слизистых?,1
4880,Сухость слизистых оболочек,Отмечаете ли вы сухость слизистых оболочках?,1
4881,Сухость слизистых оболочек,"Подскажите, беспокоит ли вас сухость слизистых оболочек?",1
4882,Сухость слизистых оболочек,"Подскажите, бывает ли у вас сухость слизистых оболочек?",1
4883,Сухость слизистых оболочек,Бывает ли у вас сухость слизистых оболочек?,1
4884,Сухость слизистых оболочек,"Подскажите, отмечаете ли вы у себя сухость слизистых оболочек?",1
4885,Сыпь в носу,"Подскажите, есть ли у вас сыпь в носу?",1
4886,Сыпь в носу,Вы заметили у себя сыпь в носу?,1
4887,Сыпь в носу,Есть ли у вас сыпь в носу?,1
4888,Сыпь в носу,"Опишите, есть ли у вас сыпь в носу?",1
4889,Сыпь в носу,"Подскажите, сыпь в носу наблюдаете?",1
4890,Сыпь в носу,Можно ли вас спросить про сыпь в носу?,0
4891,Сыпь в носу,Бывает ли у вас сыпь в носу?,1
4892,Сыпь в носу,Часто ли у вас сыпь в носу?,1
4893,Сыпь в носу,Есть ли у вас кровотечения из носа?,0
4894,Сыпь в носу,Часто ли у вас появляется сыпь в носу?,1
4895,Сыпь в полости рта,У вас есть сыпь в полости рта?,1
4896,Сыпь в полости рта,Есть ли у вас сыпь в полости рта?,1
4897,Сыпь в полости рта,Есть ли у вас сыпь на коже?,0
4898,Сыпь в полости рта,"Подскажите, есть ли у вас сыпь в полости рта?",1
4899,Сыпь в полости рта,Может ли вас беспокоить сыпь в полости рта?,1
4900,Сыпь в полости рта,Есть ли у вас сыпь?,0
4901,Сыпь в полости рта,У вас сыпь в полости рта?,1
4902,Сыпь в полости рта,"Есть ли у вас сыпь на коже лица, рук, туловища?",0
4903,Сыпь в полости рта,"Подскажите, отмечаете ли вы у себя сыпь в полости рта?",1
4904,Сыпь в полости рта,Есть ли у вас опухоли в полости рта?,0
4905,Сыпь в полости рта,"Подскажите, замечаете ли вы у себя сыпь в полости рта?",1
4906,Сыпь в полости рта,Не замечали ли вы у себя сыпь в полости рта?,1
4907,Сыпь на деснах,Есть ли у вас сыпь на деснах?,1
4908,Сыпь на деснах,"Скажите, есть ли у вас сыпь на деснах?",1
4909,Сыпь на деснах,"Подскажите, бывает ли у вас сыпь на деснах?",1
4910,Сыпь на деснах,"Подскажите, беспокоит ли вас сыпь на деснах?",1
4911,Сыпь на деснах,"Подскажите, у вас сыпь на деснах есть?",1
4912,Сыпь на деснах,"Подскажите, есть ли у вас сыпь на деснах?",1
4913,Сыпь на деснах,Вас беспокоит сыпь на деснах?,1
4914,Сыпь на деснах,Кровоточат ли у вас десны?,0
4915,Сыпь на деснах,"Подскажите, отмечаете ли вы у себя сыпь на деснах?",1
4916,Сыпь на коже,"Хорошо, в таком случае отмечаете ли вы у себя сыпь на коже?",1
4917,Сыпь на коже,Есть ли у вас сыпь на коже?,1
4918,Сыпь на коже,Есть ли у вас сыпь на теле?,1
4919,Сыпь на коже,"Скажите, есть ли у вас сыпь на коже?",1
4920,Сыпь на коже,Есть ли у вас сыпь на туловище?,1
4921,Сыпь на коже,Есть ли у вас сыпь на теле туловища?,0
4922,Сыпь на коже,Есть ли у вас сыпь?,0
4923,Сыпь на коже,Бывает ли у вас сыпь на коже?,1
4924,Сыпь на коже,"Подскажите, есть ли у вас сыпь на коже?",1
4925,Сыпь на коже,"Подскажите, жалуетесь ли вы на сыпь на коже?",1
4926,Сыпь на коже,Возникает ли у вас сыпь на коже?,1
4927,Сыпь на коже волосистой части головы,"Подскажите, есть ли у вас сыпь на коже волосистой части головы?",1
4928,Сыпь на коже волосистой части головы,Есть ли у вас сыпь на коже волосистой части головы?,1
4929,Сыпь на коже волосистой части головы,"Можете ли вы сказать, что у вас сыпь на коже волосистой части головы?",1
4930,Сыпь на коже волосистой части головы,"Подскажите, беспокоит ли вас сыпь на коже волосистой части головы?",1
4931,Сыпь на коже волосистой части головы,Возникла ли у вас сыпь на коже волосистой части головы?,1
4932,Сыпь на коже волосистой части головы,"Подскажите, у вас сыпь на коже волосистой части головы?",1
4933,Сыпь на коже волосистой части головы,"Подскажите, пожалуйста, отмечаете ли вы у себя сыпь на коже волосистой части головы?",1
4934,Сыпь на коже волосистой части головы,"Скажите, жалуетесь ли вы на сыпь на коже волосистой части головы?",1
4935,Сыпь на коже лица,Есть ли у вас сыпь на коже лица?,1
4936,Сыпь на коже лица,Вы замечаете у себя сыпь на коже лица?,1
4937,Сыпь на коже лица,"Подскажите, есть ли у вас сыпь на коже лица?",1
4938,Сыпь на коже лица,"Подскажите, бывает ли у вас сыпь на коже лица?",1
4939,Сыпь на коже лица,Есть ли у вас сыпь на лице?,1
4940,Сыпь на коже лица,"Можете ли вы сказать, что у вас сыпь на коже лица?",1
4941,Сыпь на коже лица,"Подскажите, беспокоит ли вас сыпь на коже лица?",1
4942,Сыпь на коже лица,Есть ли у вас отёки?,0
4943,Сыпь на коже лица,"Подскажите, пожалуйста, есть ли у вас сыпь на коже лица?",1
4944,Сыпь на коже лица,Бывает ли у вас сыпь на коже лица?,1
4945,Сыпь на коже ног,"Подскажите, отмечаете ли вы у себя сыпь на коже ног?",1
4946,Сыпь на коже ног,"Подскажите, имеется ли у вас сыпь на коже ног?",1
4947,Сыпь на коже ног,"Подскажите, есть ли у вас сыпь на коже ног?",1
4948,Сыпь на коже ног,Есть ли у вас сыпь на коже ног?,1
4949,Сыпь на коже ног,"Опишите, есть ли у вас сыпь на ногах?",1
4950,Сыпь на коже ног,"Подскажите, жалуетесь ли вы на сыпь на коже ног?",1
4951,Сыпь на коже ног,Вы замечаете сыпь на ногах?,1
4952,Сыпь на коже ног,Есть ли у вас сыпь на ногах?,1
4953,Сыпь на коже ног,Вас беспокоит сыпь на коже ног?,1
4954,Сыпь на коже ног,"Скажите, есть ли у вас сыпь на коже ног?",1
4955,Сыпь на коже промежности,"Подскажите, жалуетесь ли вы на сыпь на коже промежности?",1
4956,Сыпь на коже промежности,"Подскажите, отмечаете ли вы у себя сыпь на коже промежности?",1
4957,Сыпь на коже промежности,Есть ли у вас сыпь на промежности?,1
4958,Сыпь на коже промежности,"Подскажите, беспокоит ли вас сыпь на коже промежности?",1
4959,Сыпь на коже промежности,"Подскажите, есть ли у вас сыпь на коже промежности?",1
4960,Сыпь на коже промежности,Часто ли у вас сыпь на коже промежности?,1
4961,Сыпь на коже промежности,"Подскажите, у вас сыпь на коже промежности?",1
4962,Сыпь на коже промежности,"Можете ли вы сказать, что у вас сыпь на коже промежности?",1
4963,Сыпь на коже промежности,Есть ли у вас сыпь на коже промежности?,1
4964,Сыпь на коже промежности,"Можете ли вы сказать, что у вас есть сыпь на коже промежности?",1
4965,Сыпь на коже промежности,Возникают ли у вас отёки в области промежности?,0
4966,Сыпь на коже рук,"Подскажите, есть ли у вас сыпь на коже рук?",1
4967,Сыпь на коже рук,"Подскажите, отмечаете ли вы у себя сыпь на коже рук?",1
4968,Сыпь на коже рук,Есть ли у вас сыпь на коже рук?,1
4969,Сыпь на коже рук,"Подскажите, у вас есть сыпь на коже рук?",1
4970,Сыпь на коже рук,"Подскажите, жалуетесь ли вы на сыпь на коже рук?",1
4971,Сыпь на коже рук,"Подскажите, пожалуйста, есть ли у вас сыпь на коже рук?",1
4972,Сыпь на коже рук,"Подскажите, беспокоит ли вас сыпь на коже рук?",1
4973,Сыпь на коже туловища,Беспокоит ли вас сыпь на коже туловища?,1
4974,Сыпь на коже туловища,"Подскажите, есть ли у вас сыпь на туловище?",1
4975,Сыпь на коже туловища,"Подскажите, есть ли у вас сыпь на теле?",1
4976,Сыпь на коже туловища,"Можете ли вы рассказать, есть ли у вас сыпь на туловище?",1
4977,Сыпь на коже туловища,Есть ли у вас сыпь на коже туловища?,1
4978,Сыпь на коже туловища,"Опишите, есть ли у вас сыпь на коже туловища?",1
4979,Сыпь на коже туловища,Есть ли у вас сыпь на теле?,1
4980,Сыпь на коже туловища,"Скажите, у вас есть сыпь на теле?",1
4981,Сыпь на коже туловища,Есть ли у вас сыпь на туловище?,1
4982,Сыпь на ушах,"Подскажите, жалуетесь ли вы на сыпь на ушах?",1
4983,Сыпь на ушах,Есть ли у вас сыпь на ушах?,1
4984,Сыпь на ушах,"Опишите, отмечаете ли вы у себя сыпь на ушах?",1
4985,Сыпь на ушах,Слышите ли вы у себя сыпь?,0
4986,Сыпь на ушах,"Подскажите, отмечаете ли вы у себя сыпь на ушах?",1
4987,Сыпь на ушах,Отмечаете ли вы у себя сыпь на ушах?,1
4988,Сыпь на ушах,Есть ли у вас отёки ушей?,0
4989,Сыпь на ушах,"Подскажите, есть ли у вас сыпь на ушах?",1
4990,Сыпь на ушах,"Можете ли вы сказать, что у вас сыпь на ушах?",1
4991,Сыпь на ушах,"Подскажите, беспокоит ли вас сыпь на ушах?",1
4992,Сыпь на языке,"Подскажите, беспокоит ли вас сыпь на языке?",1
4993,Сыпь на языке,"Подскажите, есть ли у вас сыпь на языке?",1
4994,Сыпь на языке,Есть ли у вас сыпь на языке?,1
4995,Сыпь на языке,"Подскажите, отмечаете ли вы у себя сыпь на языке?",1
4996,Твердый стул,Бывает ли у вас твердый стул?,1
4997,Твердый стул,"Хорошо, в таком случае отмечаете ли вы у себя твердый стул?",1
4998,Твердый стул,Беспокоит ли вас свист при дыхании?,0
4999,Твердый стул,Часто ли у вас возникает твердый стул?,1
5000,Твердый стул,"Подскажите, отмечаете ли вы у себя твердый стул?",1
5001,Твердый стул,Есть ли у вас травмы позвоночника?     ,0
5002,Твердый стул,Вас беспокоит твердый стул?,1
5003,Твердый стул,Беспокоит ли вас стул с твердыми включениями?,0
5004,Твердый стул,Есть ли у вас отёки в области промежности?,0
5005,Твердый стул,Беспокоит ли у вас твердый стул?,1
5006,Тошнота,"Подскажите, возникает ли у вас тошнота?",1
5007,Тошнота,"Подскажите, бывает ли у вас тошнота?",1
5008,Тошнота,Есть ли у вас тошнота?,1
5009,Тошнота,Тошнит ли вас?,1
5010,Тошнота,"Подскажите, беспокоит ли вас тошнота?",1
5011,Тошнота,Не тошнит ли вас?,1
5012,Тошнота,Может ли вас тошнить?,0
5013,Тошнота,"Подскажите, случается ли у вас тошнота?",1
5014,Тошнота,Часто ли вас тошнит?,1
5015,Тошнота,Вас может тошнить?,0
5016,Тошнота,Бывают ли у вас эпизоды тошноты?,1
